UNITID,F2D01__last,F2D16__last,F2A02__last,F2A03__last,total_expenses__last,change_in_net_assets__last,expendable_net_assets__last,endowment_eoy__last,operating_margin__last,expenses_to_revenue__last,assets_to_liabilities__last,operating_margin__mean3,expenses_to_revenue__mean3,assets_to_liabilities__mean3,reported_field_count__mean3,F2D16__slope,total_expenses__slope,expendable_net_assets__slope,F2D16__pct3,total_expenses__pct3,expendable_net_assets__pct3,log_F2D16,log_F2A02,log_F2A03,log_total_expenses,log_expendable_net_assets,log_endowment_eoy,tuition_dependence,total_enrollment__last,undergrad_enrollment__last,total_enrollment__slope,total_enrollment__pct3,undergrad_share__last,endowment_per_student,revenue_per_student,tuition_per_student,log_total_enrollment,closed_by_2024,as_of_year
102049,120175870,229931884,1191579925.0,643748079.0,197342370.0,30259224.0,168012283.0,469998443.0,0.1316008179187537,0.8582644849724278,1.8510034652856804,0.062003953588082,0.9060279781213072,1.9520611245693236,8.0,8638337.12727286,4207800.136363653,-3377011.8636361905,0.30167346860444,0.3561265828562466,-0.1924665220495964,19.253293670851843,20.898545932404367,20.2828180274135,19.100450702117914,18.939547653742085,19.9682399420246,0.5226585713532448,6041.0,3618.0,42.499999999998536,0.014271323035594358,0.5989074656513822,77801.43072339016,38061.89107763615,19893.373613640128,8.706490361946617,0,2019
102058,52570,1342211,3294054.0,1003590.0,1331705.0,10506.0,0.0,178760.0,0.0078273833249764,0.9921726166750237,3.2822706483723434,0.1968217321418009,0.7183900668456122,6.214599996788468,5.8,-370172.044077144,-319999.8833792525,-218748.07621671548,-0.7434875771566303,-0.5490964016558464,-1.0,14.109829557211684,15.007629886605224,13.819095125717972,14.101971384999349,0.0,12.09380499712438,0.0391667181985544,215.0,197.0,-94.99999999999757,-0.4691358024691358,0.9162790697674419,831.4418604651163,6242.841860465116,244.51162790697674,5.375278407684165,0,2019
102234,11788381,29766964,131738866.0,65365851.0,42764096.0,-12997132.0,17646632.0,4725172.0,-0.4366294123915358,1.4366294123915355,2.0154081065968223,-0.0572823760874524,1.058928336482893,2.1003442882586927,8.0,-1435334.199999991,-266058.2000000013,-1545053.336363603,-0.4642134583939027,0.0050591514432768,-0.5391254530491012,17.20890977952481,18.69633224086657,17.995510539391734,17.57120945337598,16.686055558273125,15.368414731996326,0.3960222816139395,1534.0,1356.0,-22.500000000002537,-0.028499050031665613,0.8839634941329857,3080.294654498044,19404.800521512385,7684.733376792698,7.336285660021297,0,2019
102270,6454448,19703117,68884385.0,6906616.0,20928184.0,-1225068.0,0.0,19795214.0,-0.0621763551421838,1.0621763043887928,9.973681032795222,-0.0086371904689367,0.9540138670176518,4.188503012919544,8.0,688915.0818181566,79646.18181817135,-483526.0363636345,-0.0329201299746056,-0.0005197461758921,-1.0,16.796287455295868,18.04794009201471,15.7479904955419,16.856607373031796,0.0,16.800950799792002,0.327585122699114,947.0,947.0,72.99999999999733,0.1822721598002497,1.0,20903.077085533263,20805.8257655755,6815.678986272439,6.854354502255021,0,2019
102298,5282714,25778809,115515342.0,36842833.0,33700562.0,896626.0,10034619.0,2622523.0,0.0347815137619429,1.3072970904125167,3.135354493504883,0.1411582855108862,0.8482063605169394,3.957508760548369,7.909090909090909,2055573.936363601,1513618.263636393,-3626800.5636363807,0.0158851903696412,1.057532032095255,-0.8086866425604591,17.06506339459611,18.56491391893053,17.422171693645616,17.333025101414496,16.121551672031707,14.77964777078364,0.2049246728194464,1331.0,1321.0,199.4999999999948,0.4281115879828326,0.9924868519909842,1970.3403456048084,19368.0007513148,3968.9812171299773,7.194436851100335,0,2019
102377,34268271,197024167,588795396.0,38204076.0,143625070.0,64110667.0,173060191.0,164249785.0,0.3253949400024617,0.728971842322267,15.41184757354163,0.1181194580816787,0.8868047247264591,8.090283943751114,8.0,5868147.945454571,-778665.2181818312,822301.2454547154,0.2264378490709603,-0.0586457913369945,0.0857606072784251,19.09883695938071,20.193589307753275,17.458452795630492,18.78271678847598,18.969150022584063,18.916898912436213,0.1739292774170186,3345.0,2797.0,62.99999999999434,0.0391425908667288,0.8361733931240658,49103.07473841555,58901.09626307922,10244.625112107624,8.11552088154677,0,2019
102395,2961115,4248781,21028943.0,349999.0,6472649.0,544246.0,20678944.0,1000000.0,0.1280946229047814,1.5234131860408904,60.08286595104558,-0.022123097468915,1.016642091536786,63.8901982302144,8.0,-289416.7272727263,-15811.927272724894,-47242.27272727163,-0.4093445151704384,0.1518333169615719,-0.0455162892024701,15.262142911591049,16.86141033243809,12.765688433465597,15.683096165310326,16.844626590829282,13.815511557963774,0.6969328379128037,583.0,306.0,-34.49999999999684,-0.1058282208588957,0.5248713550600344,1715.2658662092624,7287.789022298456,5079.09948542024,6.369900982828227,0,2019
102580,328773,686477,2632965.0,250784.0,977355.0,-290878.0,1445226.0,1411276.0,-0.423725776682977,1.423725776682977,10.498935338777594,0.0987962913482667,1.2085712009744982,9.125469843205645,8.0,-25664.218181818163,-37047.9636363639,-277780.4999999951,-0.3850932289016761,-0.2454447826828784,-0.5363707581350198,13.439329457063405,14.783621525368106,12.432351277339857,13.792606245411797,14.183776960616395,14.160005526238194,0.4789279174684658,54.0,54.0,1.5000000000002172,0.058823529411764705,1.0,26134.74074074074,12712.537037037036,6088.388888888889,4.007333185232471,0,2019
102669,6251997,25232559,167717678.0,7530239.0,22352124.0,7147046.0,88367678.0,102841132.0,0.2832469746726838,0.8858445154135972,22.27255708616951,0.1572694621929481,1.0549536645721913,9.845574564354552,8.0,803319.3818181838,465050.5181818223,920565.0090910112,0.4620875345254946,0.3490123361641392,0.1735433795234898,17.043645781977986,18.937792641630654,15.834437471778118,16.922431952803972,18.297016838579843,18.44869595741524,0.2477749878638944,597.0,368.0,-12.499999999998897,-0.04019292604501608,0.6164154103852596,172263.202680067,42265.59296482412,10472.356783919598,6.393590753950631,0,2019
103945,939037,939037,442416.0,422723.0,2424221.0,1481185.0,0.0,,1.577344662670374,2.5816032808078915,1.046586062267726,0.0216001270157906,1.4359554172325133,2.6832411859902834,7.857142857142857,-653112.4285715504,-246416.6428572125,-405852.607142955,-0.8017270393544706,-0.2957575000508379,-1.0,13.75261122595517,13.000008155215085,12.954474762799716,14.701021206136184,0.0,,1.0,81.0,81.0,-27.499999999999073,-0.40441176470588236,1.0,,11593.04938271605,11593.04938271605,4.406719247264253,1,2019
