rank,UNITID,INSTNM,state,risk_score,driver_1,driver_2,driver_3,operating_margin,endowment_per_student,total_enrollment,enrollment_3yr_pct
1316,243443,Universidad del Sagrado Corazon,PR,0.011235955056179775,3-yr avg assets-to-liabilities,endowment EOY,3-yr expendable net assets % change,0.1056169331659202,4490.072991391678,5576.0,0.1255551069842551
1317,213011,Immaculata University,PA,0.011235955056179775,undergraduate share of enrollment,3-yr avg expenses-to-revenue,enrollment trend (slope),0.0269862202850545,7543.236721873215,3502.0,0.0554550934297769
1318,219000,Augustana University,SD,0.011235955056179775,tuition per student,revenue per student,assets-to-liabilities ratio,0.0892419713415423,49686.87593246957,2547.0,0.0336850649350649
1319,217961,Converse University,SC,0.011235955056179775,undergraduate share of enrollment,3-yr expendable net assets % change,3-yr enrollment % change,0.1368946984205755,44990.93492628368,1967.0,-0.2560514372163389
1320,163578,Notre Dame of Maryland University,MD,0.011235955056179775,undergraduate share of enrollment,revenue per student,endowment per student,0.0737891175226012,19172.551976573937,2732.0,-0.0647038685381718
1321,214157,Moravian University,PA,0.011235955056179775,tuition per student,undergraduate share of enrollment,assets-to-liabilities ratio,0.1108600071344183,54145.26043351666,3091.0,0.045316198850186
1322,133881,Florida Institute of Technology,FL,0.011235955056179775,tuition & fees,tuition per student,revenue trend (slope),0.1015304674574212,10019.089920574886,10576.0,0.0718556805513327
1323,190044,Clarkson University,NY,0.011235955056179775,change in net assets,revenue per student,undergraduate share of enrollment,-0.1126578346223683,52946.589458054936,4041.0,-0.0754975978037062
1324,189705,Canisius University,NY,0.011235955056179775,tuition per student,undergraduate share of enrollment,revenue trend (slope),0.0743899611410577,50484.58478931141,2919.0,-0.0420085329832622
1325,189088,Bard College,NY,0.011235955056179775,revenue trend (slope),tuition per student,change in net assets,-0.1863249188115767,50411.31991589066,3329.0,0.0918333879960642
1326,179867,Washington University in St Louis,MO,0.011235955056179775,endowment per student,tuition & fees,revenue per student,0.1162590530166882,666446.0727171801,18015.0,-0.0408880370547835
1327,213251,Juniata College,PA,0.011235955056179775,tuition per student,3-yr avg assets-to-liabilities,assets-to-liabilities ratio,0.090607543331151,94642.27460770328,1402.0,0.0028612303290414
1328,216667,Washington & Jefferson College,PA,0.011235955056179775,tuition per student,3-yr revenue % change,3-yr avg operating margin,0.4410798322062284,142653.99332220366,1198.0,0.0084175084175084
1329,483975,Alabama College of Osteopathic Medicine,AL,0.011235955056179775,total revenue,3-yr expendable net assets % change,3-yr avg assets-to-liabilities,0.4421061206381363,272.07875,800.0,0.0869565217391304
1330,137032,Saint Leo University,FL,0.011235955056179775,tuition & fees,expenses trend (slope),3-yr avg operating margin,-0.0036162381676847,5724.182064399639,13292.0,-0.0867743043627619
1331,217721,Benedict College,SC,0.011235955056179775,endowment EOY,3-yr expendable net assets % change,expendable net assets trend,0.0311602027473969,14876.013065326631,1990.0,-0.0201870999507631
1332,233301,Randolph College,VA,0.011235955056179775,3-yr avg expenses-to-revenue,3-yr avg operating margin,expendable net assets trend,0.0434397690696241,204972.61774370208,913.0,0.3136690647482014
1333,177065,Columbia College,MO,0.011235955056179775,change in net assets,3-yr avg expenses-to-revenue,3-yr avg operating margin,-0.2151522021850075,18316.86231884058,8694.0,-0.0839742914339901
1334,192712,Manhattan School of Music,NY,0.011235955056179775,expendable net assets,undergrad enrollment,data completeness (avg fields reported),0.1235133715466865,37055.42086330935,1112.0,0.0296296296296296
1335,192703,Manhattan University,NY,0.011235955056179775,tuition & fees,revenue per student,tuition per student,-0.0550583698141426,43369.87002437043,3693.0,-0.0567049808429118
1336,188429,Adelphi University,NY,0.011235955056179775,tuition & fees,undergraduate share of enrollment,tuition per student,0.0933189701575431,30580.648283287475,8359.0,-0.0122887864823348
1337,181020,Doane University,NE,0.011235955056179775,3-yr avg operating margin,change in net assets,undergraduate share of enrollment,-0.0885843318823941,42341.30201895344,2427.0,-0.0625724217844727
1338,198899,Mars Hill University,NC,0.011235955056179775,3-yr avg operating margin,expendable net assets trend,3-yr expendable net assets % change,-0.0736522117321112,54588.7881508079,1114.0,0.0099728014505893
1339,198835,Lenoir-Rhyne University,NC,0.011235955056179775,tuition per student,undergraduate share of enrollment,revenue per student,0.0317395757772352,54705.04943729904,2488.0,-0.1014806789454676
1340,198136,Campbell University,NC,0.011235955056179775,tuition & fees,tuition per student,3-yr enrollment % change,0.1326588826450927,36932.9420747762,5697.0,-0.0925453966231283
1341,217633,Anderson University,SC,0.011235955056179775,tuition per student,tuition & fees,3-yr avg assets-to-liabilities,0.0679820504807257,13096.31124093473,4964.0,0.0584221748400852
1342,172334,Spring Arbor University,MI,0.011235955056179775,expenses trend (slope),tuition per student,undergrad enrollment,0.1645754071558384,11164.810462199928,2791.0,-0.1077365728900255
1343,125763,Whittier College,CA,0.011235955056179775,3-yr enrollment % change,change in net assets,tuition per student,-0.2290156526987439,154927.46718576195,899.0,-0.3812801101169993
1344,175980,Millsaps College,MS,0.011235955056179775,undergrad enrollment,tuition dependence (tuition / total revenue),tuition per student,0.1835895715670826,163660.77777777778,675.0,-0.162531017369727
1345,156189,Alice Lloyd College,KY,0.011235955056179775,enrollment trend (slope),undergrad enrollment,total liabilities,0.4826152089153714,120782.0360205832,583.0,-0.0876369327073552
1346,234173,Virginia Wesleyan University,VA,0.011235955056179775,revenue per student,3-yr expendable net assets % change,change in net assets,0.3509380960244471,64763.55608718767,1881.0,0.1927710843373494
1347,154156,Des Moines University-Osteopathic Medical Center,IA,0.011235955056179775,tuition & fees,assets-to-liabilities ratio,3-yr avg assets-to-liabilities,0.1002323666706798,106213.52549490104,1667.0,-0.0100950118764845
1348,195809,St. John's University-New York,NY,0.011235955056179775,tuition & fees,enrollment trend (slope),3-yr revenue % change,0.1021918218402933,38367.18640258463,21357.0,-0.0054021329110976
1349,195720,St. John Fisher University,NY,0.011235955056179775,tuition & fees,undergraduate share of enrollment,tuition per student,0.1148760336854339,37218.2654016757,4058.0,0.0328327818783405
1350,238476,Carthage College,WI,0.011235955056179775,tuition per student,revenue per student,3-yr expendable net assets % change,0.1962828282130362,56894.38626164998,2897.0,0.0090560780215952
1351,237312,University of Charleston,WV,0.011235955056179775,expenses trend (slope),revenue per student,3-yr expendable net assets % change,0.0630202403143556,15665.343137254902,3978.0,-0.0106938572494404
1352,182634,Colby-Sawyer College,NH,0.011235955056179775,expendable net assets,3-yr expendable net assets % change,tuition dependence (tuition / total revenue),0.187177554275247,64241.07053571429,1120.0,0.0556079170593779
1353,107558,University of the Ozarks,AR,0.011235955056179775,tuition per student,tuition dependence (tuition / total revenue),3-yr avg operating margin,0.0879655665286576,177130.59574468085,799.0,-0.0577830188679245
1354,182670,Dartmouth College,NH,0.005459057071960298,endowment per student,tuition & fees,revenue per student,0.2602114618441352,1112902.3032015066,7434.0,0.0245314222712238
1355,107141,John Brown University,AR,0.005459057071960298,total liabilities,3-yr expendable net assets % change,revenue per student,0.2755055349942451,67956.37968299713,2776.0,-0.0242530755711775
1356,107512,Ouachita Baptist University,AR,0.005459057071960298,tuition per student,expendable net assets trend,revenue per student,0.1217176807394113,73010.12278876171,1922.0,0.0147835269271383
1357,186584,Seton Hall University,NJ,0.005459057071960298,tuition & fees,undergraduate share of enrollment,tuition per student,0.1017320441265099,28716.182637055445,12878.0,0.1886653129038213
1358,180814,Bellevue University,NE,0.005459057071960298,tuition & fees,tuition dependence (tuition / total revenue),endowment per student,0.1282390337133631,5833.465670016336,20201.0,0.058364331744119
1359,180984,Concordia University-Nebraska,NE,0.005459057071960298,expendable net assets,revenue per student,expenses trend (slope),0.2312728901973563,20737.03706505295,3966.0,0.0859802847754655
1360,111948,Chapman University,CA,0.005459057071960298,tuition & fees,3-yr expendable net assets % change,total revenue,0.2028281856484092,76822.321940042,10474.0,0.0036412418551169
1361,102669,Alaska Pacific University,AK,0.005459057071960298,total liabilities,revenue per student,undergrad enrollment,0.2832469746726838,133386.682230869,771.0,0.1157742402315484
1362,214175,Muhlenberg College,PA,0.005459057071960298,tuition per student,3-yr enrollment % change,3-yr avg operating margin,0.0986565919394594,173955.38802889577,1938.0,-0.1246612466124661
1363,214564,Salus University,PA,0.005459057071960298,total expenses,assets-to-liabilities ratio,3-yr avg expenses-to-revenue,0.0829646527456646,47566.09249011858,1265.0,-0.08
1364,215062,University of Pennsylvania,PA,0.005459057071960298,endowment per student,tuition & fees,revenue per student,0.0726017458891358,681007.6791808874,32816.0,0.0060702679502115
1365,121691,University of Redlands,CA,0.005459057071960298,tuition per student,tuition & fees,undergraduate share of enrollment,0.1346811902319303,69599.28712599506,3643.0,-0.2130049686757399
1366,194578,Pratt Institute-Main,NY,0.005459057071960298,3-yr enrollment % change,tuition & fees,tuition per student,0.1741156940195569,47648.71496553988,6094.0,-0.1057960381511372
1367,164739,Bentley University,MA,0.005459057071960298,tuition & fees,total revenue,enrollment trend (slope),0.1683404075570423,65530.17708709794,5534.0,0.0139245144741663
1368,164632,Bay Path University,MA,0.005459057071960298,tuition per student,undergraduate share of enrollment,3-yr avg operating margin,0.1252401610511345,20511.806833838524,3629.0,-0.0685318275154004
1369,164580,Babson College,MA,0.005459057071960298,tuition & fees,undergraduate share of enrollment,total revenue,0.2300415134727411,159378.07750269107,4645.0,0.0914003759398496
1370,164465,Amherst College,MA,0.005459057071960298,endowment per student,revenue per student,tuition & fees,0.4784694248620596,1732345.728648121,2049.0,0.0039196472317491
1371,164270,McDaniel College,MD,0.005459057071960298,undergraduate share of enrollment,3-yr avg operating margin,revenue per student,0.2253351487222455,44158.11724915446,3548.0,-0.0212413793103448
1372,164216,Washington College,MD,0.005459057071960298,tuition per student,3-yr revenue % change,3-yr avg expenses-to-revenue,0.6233518065042449,378185.7150313152,958.0,-0.0893536121673003
1373,164173,Stevenson University,MD,0.005459057071960298,assets-to-liabilities ratio,total expenses,revenue trend (slope),0.004510129436674,25772.527160493828,4050.0,-0.0114718086404686
1374,216278,Susquehanna University,PA,0.005459057071960298,tuition per student,3-yr enrollment % change,total expenses,0.2403156523959898,96588.65409344192,2333.0,-0.1196226415094339
1375,215947,Seton Hill University,PA,0.005459057071960298,revenue per student,data completeness (avg fields reported),total expenses,0.0856589705913496,12490.6992257296,5037.0,0.3536683687180865
1376,215929,University of Scranton,PA,0.005459057071960298,tuition & fees,tuition per student,revenue per student,0.1457520619821934,60863.69807728917,5253.0,0.0135056916843526
1377,215798,Saint Vincent College,PA,0.005459057071960298,tuition per student,revenue trend (slope),total expenses,0.1848873095262598,93644.39502233568,1567.0,-0.0809384164222873
1378,215424,Pittsburgh Theological Seminary,PA,0.005459057071960298,endowment per student,total liabilities,3-yr avg operating margin,1.726498708384384,1080707.6796536795,231.0,-0.0796812749003984
1379,121345,Pomona College,CA,0.005459057071960298,endowment per student,revenue per student,3-yr expendable net assets % change,0.5057197102998232,1706730.0056721498,1763.0,-0.0318506315211422
1380,121309,Point Loma Nazarene University,CA,0.005459057071960298,undergraduate share of enrollment,tuition & fees,tuition per student,0.1016992068841902,16347.04351903958,5331.0,0.03094179075614
1381,239169,Medical College of Wisconsin,WI,0.005459057071960298,endowment per student,revenue per student,total revenue,0.13397480464463,1057785.1677457327,1699.0,0.0975452196382428
1382,239105,Marquette University,WI,0.005459057071960298,tuition & fees,undergraduate share of enrollment,tuition per student,0.1672707045950338,80879.28936480895,12327.0,0.0157382992748846
1383,206622,Xavier University,OH,0.005459057071960298,tuition & fees,3-yr expendable net assets % change,tuition per student,0.3023261076895721,39965.23547764077,6731.0,-0.0849646547036432
1384,206589,The College of Wooster,OH,0.005459057071960298,3-yr avg expenses-to-revenue,3-yr avg operating margin,tuition per student,0.2295435113054088,228986.7635983264,1912.0,-0.0425638457686529
1385,196468,Teachers College at Columbia University,NY,0.005459057071960298,tuition & fees,3-yr enrollment % change,3-yr expendable net assets % change,0.2114464803626715,98877.51453809348,5434.0,-0.0943333333333333
1386,196413,Syracuse University,NY,0.005459057071960298,tuition & fees,tuition per student,total revenue,0.1829587014194365,55710.65902317214,37243.0,0.0034757773346984
1387,195526,Skidmore College,NY,0.005459057071960298,tuition & fees,3-yr revenue % change,total revenue,0.2968181012754355,170699.65034965036,2860.0,0.0210639057479471
1388,195474,Siena College,NY,0.005459057071960298,tuition per student,tuition & fees,revenue per student,0.1298564967114169,48101.32953394124,3948.0,0.0343201467120775
1389,195304,Sarah Lawrence College,NY,0.005459057071960298,tuition per student,assets-to-liabilities ratio,3-yr avg assets-to-liabilities,0.0494518803646684,78034.322971549,1898.0,0.0090377458798511
1390,239017,Lawrence University,WI,0.005459057071960298,3-yr avg expenses-to-revenue,tuition dependence (tuition / total revenue),3-yr avg operating margin,0.2935933252092174,311014.44841537427,1483.0,-0.0395077720207253
1391,238458,Carroll University,WI,0.005459057071960298,tuition per student,3-yr avg assets-to-liabilities,3-yr avg operating margin,0.0276918261100236,28356.570694864047,3310.0,-0.0808108858650374
1392,155511,McPherson College,KS,0.005459057071960298,endowment per student,tuition per student,3-yr expendable net assets % change,0.4881083404410021,862045.8890229192,829.0,-0.0393974507531865
1393,155089,Friends University,KS,0.005459057071960298,total liabilities,3-yr avg operating margin,3-yr avg expenses-to-revenue,0.1431171093544583,17472.81770255272,3604.0,0.0086761824797089
1394,237057,Whitman College,WA,0.005459057071960298,3-yr revenue % change,3-yr expendable net assets % change,total revenue,0.413593896332485,491850.8629536921,1598.0,-0.0056004978220286
1395,236595,Seattle University,WA,0.005459057071960298,tuition & fees,3-yr expendable net assets % change,revenue trend (slope),0.2099832013835258,39882.85064528255,7981.0,-0.0133514649524045
1396,236328,University of Puget Sound,WA,0.005459057071960298,3-yr enrollment % change,tuition per student,3-yr avg operating margin,0.1579012787985581,235028.91326021933,2006.0,-0.1139575971731448
1397,209922,Reed College,OR,0.005459057071960298,3-yr revenue % change,total revenue,expenses-to-revenue ratio,0.4313891699373904,508656.670096463,1555.0,-0.0353598014888337
1398,209825,University of Portland,OR,0.005459057071960298,tuition & fees,3-yr revenue % change,expendable net assets trend,0.0787050954456636,86950.29554003224,3722.0,-0.2099341965612396
1399,209065,Linfield University,OR,0.005459057071960298,tuition per student,3-yr avg operating margin,total expenses,0.096902997064181,61951.45081536034,1901.0,-0.0565756823821339
1400,209056,Lewis & Clark College,OR,0.005459057071960298,tuition & fees,total revenue,3-yr revenue % change,0.1452650721425821,85908.74157007376,3796.0,-0.0109431995831162
1401,207971,University of Tulsa,OK,0.005459057071960298,3-yr avg operating margin,revenue trend (slope),undergraduate share of enrollment,0.0122319441467725,326015.415718979,3957.0,-0.0318081722534866
1402,207582,Oral Roberts University,OK,0.005459057071960298,change in net assets,3-yr expendable net assets % change,total revenue,0.1460749507492044,7613.0185069008785,6376.0,0.1369472182596291
1403,207403,Oklahoma Baptist University,OK,0.005459057071960298,revenue per student,enrollment trend (slope),3-yr revenue % change,0.202306172999872,103282.7988023952,1670.0,0.0684580934101087
1404,156222,Asbury Theological Seminary,KY,0.005459057071960298,total liabilities,undergrad enrollment,total expenses,0.225508712507739,104368.60984271944,1971.0,-0.0198906016907011
1405,156213,Asbury University,KY,0.005459057071960298,total liabilities,total revenue,data completeness (avg fields reported),0.1744973756587388,35914.26654411765,2176.0,0.169263836646964
1406,234207,Washington and Lee University,VA,0.005459057071960298,endowment per student,3-yr avg operating margin,3-yr revenue % change,0.2662689365835233,895365.9070990359,2282.0,0.0146731880835927
1407,154101,Northwestern College,IA,0.005459057071960298,undergraduate share of enrollment,total liabilities,enrollment trend (slope),0.2275269126732383,36338.666981577706,2117.0,0.0256782945736434
1408,154004,Morningside University,IA,0.005459057071960298,undergraduate share of enrollment,undergrad enrollment,3-yr enrollment % change,0.1566255517231271,24137.018018018018,2664.0,-0.129127165740438
1409,153834,Luther College,IA,0.005459057071960298,tuition per student,3-yr enrollment % change,revenue trend (slope),0.2650356425239234,137461.30376344087,1488.0,-0.163575042158516
1410,239716,Saint Norbert College,WI,0.005459057071960298,tuition per student,expenses trend (slope),change in net assets,0.2680927063326677,81482.7526974536,2317.0,0.1160886319845857
1411,239628,Ripon College,WI,0.005459057071960298,tuition per student,revenue trend (slope),expendable net assets trend,0.1955518225363107,149655.62073490812,762.0,-0.0763636363636363
1412,239318,Milwaukee School of Engineering,WI,0.005459057071960298,tuition per student,revenue trend (slope),change in net assets,0.1810539774135199,30385.364951227715,2973.0,0.0486772486772486
1413,233295,Randolph-Macon College,VA,0.005459057071960298,tuition per student,3-yr expendable net assets % change,total expenses,0.0980690394891272,137222.41340075852,1582.0,0.0373770491803278
1414,232557,Liberty University,VA,0.005459057071960298,tuition & fees,revenue per student,total revenue,0.2919538018291471,18125.531607330977,143337.0,0.097577224068487
1415,232308,Hollins University,VA,0.005459057071960298,3-yr expendable net assets % change,total liabilities,revenue trend (slope),0.3495784198940826,317823.55857740587,956.0,0.0031479538300104
1416,232265,Hampton University,VA,0.005459057071960298,tuition per student,change in net assets,expendable net assets trend,-0.2716237546829953,56385.021972884526,4278.0,-0.1184834123222748
1417,232256,Hampden-Sydney College,VA,0.005459057071960298,tuition per student,3-yr revenue % change,tuition dependence (tuition / total revenue),0.2764888973754563,276795.5973303671,899.0,0.028604118993135
1418,232089,Ferrum College,VA,0.005459057071960298,expenses trend (slope),3-yr avg operating margin,revenue per student,0.0363685810808041,61588.44637385087,979.0,-0.0364173228346456
1419,232025,Emory & Henry University,VA,0.005459057071960298,tuition per student,assets-to-liabilities ratio,revenue per student,-0.0197550667346561,74290.25503355704,1490.0,-0.0286831812255541
1420,231651,Regent University,VA,0.005459057071960298,tuition & fees,revenue per student,undergraduate share of enrollment,0.0915733862316053,9168.125965712605,13591.0,-0.0035923753665689
1421,194310,Pace University,NY,0.005459057071960298,tuition & fees,expendable net assets,total enrollment,0.0936903734540216,16368.858606045464,16012.0,0.0478371834304037
1422,177092,Concordia Seminary,MO,0.005459057071960298,total liabilities,3-yr revenue % change,3-yr expendable net assets % change,0.5908612580452605,373349.0858505565,629.0,0.0064
1423,192819,Marist University,NY,0.005459057071960298,tuition & fees,tuition per student,total revenue,0.2346138564271001,63617.01440021736,7361.0,-0.0023041474654377
1424,192448,Long Island University,NY,0.005459057071960298,tuition & fees,tuition per student,total revenue,0.2566537722161701,26757.82690279243,18013.0,0.0830978293548193
1425,192323,Le Moyne College,NY,0.005459057071960298,tuition per student,total revenue,revenue trend (slope),0.2581257260723301,78922.48417078129,3443.0,-0.0722177310697925
1426,178244,Missouri Baptist University,MO,0.005459057071960298,endowment EOY,endowment per student,assets-to-liabilities ratio,0.0650783120421892,813.8489231758277,6222.0,0.078523140925637
1427,154235,Saint Ambrose University,IA,0.005459057071960298,revenue per student,tuition per student,expenses trend (slope),0.2632201810059668,85677.38850415513,2888.0,-0.0617283950617283
1428,166939,Mount Holyoke College,MA,0.005459057071960298,3-yr revenue % change,tuition & fees,total revenue,0.2859157998186515,409802.1677827381,2688.0,0.0338461538461538
1429,152318,Rose-Hulman Institute of Technology,IN,0.005459057071960298,total revenue,revenue trend (slope),data completeness (avg fields reported),0.1548823250880996,124945.29219677694,2358.0,0.0693877551020408
1430,153384,Grinnell College,IA,0.005459057071960298,endowment per student,revenue per student,total revenue,0.5019820256894195,1485455.5061179087,1798.0,0.0061555679910464
1431,153278,University of Dubuque,IA,0.005459057071960298,tuition per student,expenses trend (slope),3-yr expendable net assets % change,0.5130621897189978,134948.88404408243,2087.0,-0.0641255605381165
1432,153269,Drake University,IA,0.005459057071960298,tuition & fees,tuition per student,revenue trend (slope),0.2107988094273311,61253.96279255851,4999.0,-0.0840967387321363
1433,153250,Dordt University,IA,0.005459057071960298,tuition per student,revenue per student,revenue trend (slope),0.243711008459331,35888.886756238004,2084.0,0.069266290405336
1434,195216,St Lawrence University,NY,0.005459057071960298,3-yr avg operating margin,tuition per student,3-yr avg expenses-to-revenue,0.1087981238640585,190683.3673376029,2186.0,-0.0678038379530916
1435,195030,University of Rochester,NY,0.005459057071960298,tuition & fees,revenue per student,3-yr avg assets-to-liabilities,0.0867448100837779,207469.5634066773,14407.0,0.0747482282730324
1436,205957,Franciscan University of Steubenville,OH,0.005459057071960298,total expenses,revenue per student,expenses-to-revenue ratio,0.2345303146364235,20063.894771529,4552.0,0.1124144672531769
1437,204936,Otterbein University,OH,0.005459057071960298,tuition per student,revenue per student,3-yr enrollment % change,0.0835120843851937,47203.746025878005,2705.0,-0.108143752060666
1438,204909,Ohio Wesleyan University,OH,0.005459057071960298,tuition per student,tuition dependence (tuition / total revenue),3-yr avg expenses-to-revenue,0.1402552453595201,206498.0175438597,1482.0,0.019958706125258
1439,204635,Ohio Northern University,OH,0.005459057071960298,tuition per student,revenue per student,expenses trend (slope),0.0713306133532319,70072.35992217899,3084.0,-0.0218839200761179
1440,153001,Buena Vista University,IA,0.005459057071960298,expendable net assets trend,3-yr avg operating margin,3-yr avg expenses-to-revenue,0.1681766332467107,63260.11323003576,2517.0,-0.0625698324022346
1441,243744,Stanford University,CA,0.005459057071960298,endowment per student,revenue per student,tuition & fees,0.1422415114800796,1780761.8303993945,21132.0,0.0313323572474377
1442,177117,Cottey College,MO,0.005459057071960298,total liabilities,undergrad enrollment,3-yr avg operating margin,0.2927793835488233,401874.65427509294,269.0,-0.1514195583596214
1443,233426,Roanoke College,VA,0.005459057071960298,revenue per student,tuition per student,enrollment trend (slope),0.1999009719524095,93322.3047858942,1985.0,0.0210905349794238
1444,233374,University of Richmond,VA,0.005459057071960298,endowment per student,tuition & fees,3-yr avg operating margin,0.1867660620965262,729069.6472702763,4451.0,0.0088395285584768
1445,193900,New York University,NY,0.005459057071960298,tuition & fees,revenue per student,assets-to-liabilities ratio,0.0970068798779656,104638.6250019663,63571.0,-0.0148307711381105
1446,193654,The New School,NY,0.005459057071960298,tuition & fees,revenue per student,assets-to-liabilities ratio,0.021092177038275,45036.25265883659,10813.0,-0.0684069957784095
1447,212054,Drexel University,PA,0.005459057071960298,tuition & fees,undergraduate share of enrollment,assets-to-liabilities ratio,0.0675043150230148,43484.912566083774,24590.0,-0.0680663988478738
1448,212009,Dickinson College,PA,0.005459057071960298,total revenue,enrollment trend (slope),revenue trend (slope),0.2496286566304398,279407.053428317,2246.0,-0.0013339261894175
1449,211440,Carnegie Mellon University,PA,0.005459057071960298,tuition & fees,undergraduate share of enrollment,total revenue,0.1643718521926793,192437.9624292944,16795.0,0.0306210112911143
1450,211291,Bucknell University,PA,0.005459057071960298,tuition & fees,total revenue,expendable net assets trend,0.2046660123294771,290800.9466865969,4014.0,0.0434104497010657
1451,211273,Bryn Mawr College,PA,0.005459057071960298,endowment per student,total revenue,3-yr avg operating margin,0.3029185775376223,677660.3139013452,1784.0,-0.014908890115958
1452,210669,Allegheny College,PA,0.005459057071960298,tuition per student,3-yr enrollment % change,total expenses,0.2571676810450343,217192.2109061748,1247.0,-0.2586206896551724
1453,210401,Willamette University,OR,0.005459057071960298,3-yr avg operating margin,3-yr avg expenses-to-revenue,enrollment trend (slope),0.0435889618575984,139429.3986636971,2245.0,0.1711006781429316
1454,167996,Stonehill College,MA,0.005459057071960298,revenue per student,3-yr revenue % change,total revenue,0.1335456556742661,110684.71042192572,2773.0,0.0956143816673251
1455,167835,Smith College,MA,0.005459057071960298,endowment per student,tuition & fees,expendable net assets trend,0.2530610703989045,802793.532874139,3194.0,-0.0217457886676875
1456,193584,Nazareth University,NY,0.005459057071960298,revenue per student,tuition per student,total revenue,0.0576153706838897,34990.188178077064,2673.0,-0.0524636653668911
1457,193405,Icahn School of Medicine at Mount Sinai,NY,0.005459057071960298,endowment per student,revenue per student,revenue trend (slope),-0.0132493939777353,748138.0686352754,1253.0,-0.02109375
1458,152567,Trine University,IN,0.005459057071960298,tuition & fees,3-yr expendable net assets % change,change in net assets,0.3926820819857734,15719.250496622964,5034.0,0.0884324324324324
1459,152530,Taylor University,IN,0.005459057071960298,tuition per student,tuition dependence (tuition / total revenue),3-yr expendable net assets % change,0.4930979051312801,52467.28191688506,2671.0,0.20750452079566
1460,152390,Saint Mary's College,IN,0.005459057071960298,tuition per student,revenue trend (slope),3-yr avg operating margin,0.2597619012830895,200785.615720524,1603.0,0.0043859649122807
1461,168740,Andrews University,MI,0.005459057071960298,undergraduate share of enrollment,revenue per student,total expenses,0.0780829608706165,19317.24056957282,4003.0,-0.0705827722312514
1462,168421,Worcester Polytechnic Institute,MA,0.005459057071960298,tuition & fees,undergraduate share of enrollment,assets-to-liabilities ratio,0.1232889653251299,85245.8484205269,8009.0,0.0319546450199716
1463,168342,Williams College,MA,0.005459057071960298,endowment per student,revenue per student,tuition & fees,0.4367780921829589,1517815.970765262,2326.0,0.0215195432586736
1464,168281,Wheaton College (Massachusetts),MA,0.005459057071960298,tuition per student,enrollment trend (slope),total expenses,0.0842384088779517,153256.93539325843,1780.0,-0.0005614823133071
1465,168227,Wentworth Institute of Technology,MA,0.005459057071960298,assets-to-liabilities ratio,tuition & fees,3-yr avg assets-to-liabilities,0.0522949094466979,34266.663457424045,4674.0,-0.0519269776876267
1466,150455,Earlham College,IN,0.005459057071960298,3-yr avg operating margin,3-yr revenue % change,3-yr avg expenses-to-revenue,0.310126399224757,507558.562195122,820.0,0.0732984293193717
1467,150400,DePauw University,IN,0.005459057071960298,3-yr avg expenses-to-revenue,3-yr revenue % change,tuition per student,0.7397284574502744,508208.6365122616,1835.0,0.0491709548313321
1468,399911,Soka University of America,CA,0.005459057071960298,endowment per student,revenue per student,undergrad enrollment,0.4679301340907157,3168326.403326404,481.0,0.0688888888888888
1469,177834,A T Still University of Health Sciences,MO,0.005459057071960298,tuition & fees,expendable net assets trend,total revenue,0.2307347768086444,32092.55492825217,4251.0,0.000235294117647
1470,177746,Kansas City Art Institute,MO,0.005459057071960298,tuition per student,3-yr expendable net assets % change,total revenue,0.2129917571901695,104186.9025893958,811.0,0.071334214002642
1471,192110,The Juilliard School,NY,0.005459057071960298,endowment per student,revenue per student,undergraduate share of enrollment,0.4164658926149334,1306247.26635514,1070.0,0.0318225650916104
1472,191968,Ithaca College,NY,0.005459057071960298,tuition & fees,tuition per student,3-yr avg expenses-to-revenue,0.1244354251980962,77463.15542747358,5205.0,-0.0834653988378235
1473,191931,Iona University,NY,0.005459057071960298,tuition & fees,revenue per student,tuition per student,0.1459682285698788,53351.894639556376,4328.0,0.0543239951278928
1474,191676,Houghton University,NY,0.005459057071960298,revenue per student,3-yr avg operating margin,3-yr avg expenses-to-revenue,0.169633114984862,73928.70917431192,1090.0,0.0781404549950544
1475,385415,Albert Einstein College of Medicine,NY,0.005459057071960298,revenue per student,endowment per student,assets-to-liabilities ratio,0.0387997780023119,221352.90207914152,1491.0,0.0368567454798331
1476,152673,Wabash College,IN,0.005459057071960298,tuition per student,revenue trend (slope),3-yr avg operating margin,0.4563287319300015,503500.9295774648,852.0,0.0070921985815602
1477,150677,Grace College and Theological Seminary,IN,0.005459057071960298,3-yr expendable net assets % change,3-yr avg assets-to-liabilities,3-yr revenue % change,0.1392977196214242,13544.934258881176,2449.0,0.1830917874396135
1478,150668,Goshen College,IN,0.005459057071960298,tuition per student,3-yr avg expenses-to-revenue,total revenue,0.2547736739989967,161636.13573085846,862.0,-0.0411568409343715
1479,204264,Muskingum University,OH,0.005459057071960298,undergraduate share of enrollment,enrollment trend (slope),3-yr avg operating margin,0.0179967541211188,34656.10898592566,2771.0,0.0259163272861903
1480,204185,University of Mount Union,OH,0.005459057071960298,tuition per student,revenue trend (slope),3-yr avg operating margin,0.0859261029530645,70882.13048635825,2529.0,0.116063548102383
1481,230995,Norwich University,VT,0.005459057071960298,3-yr avg operating margin,3-yr avg expenses-to-revenue,change in net assets,0.2043666357650526,54096.02776706518,5186.0,0.058151397673944
1482,230959,Middlebury College,VT,0.005459057071960298,tuition & fees,revenue trend (slope),total revenue,0.4537046659046035,338126.1108760051,4726.0,-0.0219370860927152
